Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,TotalSpend,KMeans_Cluster,DBSCAN_Cluster,PCA1,PCA2
Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,54,2,122,1,0,-1.5298758810137023,0.684469918136298
PhD,Married,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,70,2,41,2,0,-1.8266486832165185,1.2547627485648765
PhD,Married,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,42,1,10,0,0,-1.4829478868215662,-1.1226434904431724
Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,73,1,304,1,0,-0.2415839149686555,1.5833519274103882
Graduation,Married,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,56,2,37,1,0,-1.5041493172175575,1.0010667496924313
Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,45,0,1754,3,0,2.331369299147421,-1.5158109626929386
Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,57,1,815,2,0,0.29801149200412896,-0.028150383312498164
Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,54,1,1001,2,0,0.503466439438228,-0.5269092407307507
Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,36,0,1157,3,0,1.6697520555000074,-1.4884592418670979
Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,74,1,688,2,0,0.16381015616713454,1.223722319397963
Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,38,0,1319,3,0,1.4073824049494144,-1.533328159468434
PhD,Married,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,40,1,21,0,0,-1.619272017689843,-1.4281976213206176
2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,44,1,31,0,0,-1.4168638868969865,-0.6875432731864399
Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,35,0,67,0,0,-0.9776952974994493,-2.037914863409359
Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,73,1,708,1,0,0.49136430066386866,1.6572517185420201
2n Cycle,Together,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,54,2,25,1,0,-1.5426507483483682,0.8187131528175688
PhD,Married,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,42,0,746,3,0,1.417576755704868,-1.0794115004611187
PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,68,2,32,2,0,-1.4200283156392712,0.907826942806066
Master,Widow,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,74,2,1695,1,0,1.182110426086854,2.3469481240660466
Graduation,Married,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,49,1,1080,3,0,0.6117794970923977,-0.11593053259942031
Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,2,72,1,0,-1.4178761865271632,1.5970046997955658
Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,36,1,57,0,0,-1.6159601295477273,-1.619917528189255
PhD,Together,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,52,1,660,1,0,0.05381113709311846,0.1065464514709153
Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,52,1,103,0,0,-1.6119307307737076,-0.9640752556492419
PhD,Married,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,41,1,153,0,0,-1.0055178113712098,-1.5659575727239434
Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,69,1,1220,2,0,0.9006261257610991,0.733488419290527
Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,60,1,279,1,0,-0.34304519654393356,0.35430771640596737
Graduation,Married,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,47,1,745,1,0,0.32201252973003225,-0.2227179910612899
PhD,Married,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,52,1,264,1,0,-0.38487575485367576,0.23096954595964206
Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,39,0,2157,3,0,2.8131868013572157,-1.719925804979192
Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,66,1,1526,3,0,1.638372652898448,0.6938998137070476
Graduation,Together,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,47,1,69,0,0,-0.9496758381512831,-0.20706363838448166
Graduation,Married,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,59,0,1597,3,0,2.3572471625118263,0.27979364972138376
Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,33,1,64,0,0,-1.631341029649151,-1.9089112098096344
Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,41,1,497,0,0,-0.6987574946090788,-0.9683577398473885
Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,69,1,1067,1,0,0.7825892833628157,1.271319102432992
Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,48,2,31,0,0,-2.071444247750062,-0.22233688342604307
Graduation,Together,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,51,2,211,1,0,-1.3235546797799624,0.3832056492817859
PhD,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,49,1,877,2,0,0.2518232888316608,-0.8890730791676968
Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,46,1,11,0,0,-1.5732858526425653,-0.5895042928166572
PhD,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,42,0,2034,3,0,2.9290418392971276,-1.0514673437073454
Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,34,0,1991,3,0,2.7434134381838198,-2.019085134434645
PhD,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,63,0,1686,3,0,2.5338979756330704,-0.06061960036006128
PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,43,1,324,0,0,-0.7926479848737411,-1.2832255439643854
Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,46,1,69,0,0,-1.5468954521824216,-1.3129060584786432
Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,2,252,2,0,-1.1378098053736165,1.07637054354956
Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,1,54,1,0,-1.2499655680371096,0.28795738300783275
Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,64,2,964,1,0,0.3220258879254242,1.2703817670953836
Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,74,1,1327,3,0,1.3627782928007701,1.5258703182696398
PhD,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,61,2,68,2,0,-1.3203253880115502,0.7575543824080949
Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,0,60,0,0,-0.6561469850904462,0.2242948043837236
Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,70,2,55,1,0,-1.4598972869203106,1.867853468291593
Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,59,0,1456,3,0,2.2454863131728313,-0.27430072297193364
2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,67,1,563,2,0,0.5720959923508703,0.8303957233155451
Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,71,1,1504,3,0,1.493616224485738,1.1576969463450488
Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,2,564,2,0,-0.0683696163382466,0.725206701564696
Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,62,0,1125,3,0,1.8119428781412605,0.25364775444374194
Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,66,1,358,1,0,-0.1310066447297101,0.7568750592400523
PhD,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,54,1,42,2,0,-0.8901505052620106,-0.500805545222637
Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,61,1,184,1,0,-0.34229882150395674,0.8667146519548037
Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,42,1,460,0,0,-0.6845599142409718,-1.2424088572667438
PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,80,0,145,2,0,0.19608620781109806,0.7110457737579199
Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,78,0,1376,3,0,2.0666829614861375,0.7003122148970619
PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,56,1,792,1,0,0.30659804895797865,0.3592268194956736
Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,73,0,1382,3,0,2.3010305206247113,1.0986067096350007
Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,78,0,28,2,0,-0.34500530490586995,0.8562211784249242
Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,0,1033,3,0,1.63196400253971,0.897718808925661
Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,56,1,882,1,0,0.6813422403705265,0.5853146369223374
PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,76,0,2231,3,0,3.2005593033347495,1.1216461882169648
PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,64,1,1101,3,0,0.835849159217973,0.6397931012255247
Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,1,369,2,0,-0.5104098373688473,-0.6163857064137848
2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,45,1,48,0,0,-1.2248207498126722,-1.354327345192961
PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,76,1,467,2,0,0.005686792117834799,1.3214702106982446
Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,2,44,2,0,-1.804905499688211,0.12576948128045842
Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,46,2,38,0,0,-2.2276389583544427,-0.4430354866276757
Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,57,2,81,1,0,-1.4759693737819273,0.8753377481614644
Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,54,1,167,2,0,-0.8200442690028303,-0.607604494789061
PhD,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,70,2,45,1,0,-1.441837598944204,1.4992566482827234
Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,53,1,664,1,0,0.604626569157529,0.25684886381658506
2n Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,61,1,622,1,0,0.2873414217882939,0.6243340832072848
2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,46,1,48,0,0,-1.6368252962331833,-0.984813775019924
Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,50,1,461,0,0,-0.08018653407963934,-0.3838003306230769
Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,48,1,1073,3,0,0.8455259229105827,-0.5725455903951052
2n Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,39,1,55,0,0,-1.4982638122291592,-1.0661319923165344
Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,69,1,976,1,0,0.8460914770651018,1.2565082099368965
PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,45,1,20,0,0,-1.1359006196636836,-1.1231063717996446
Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,0,1149,3,0,1.5062113331167752,-1.5327069958287434
Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,0,43,0,0,-0.47059758344188096,0.1750595353596014
Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,50,1,224,2,0,-0.6086577780543376,-0.6288104256021625
PhD,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,1,101,0,0,-1.2536628327504509,-0.8524250527447288
PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,0,209,1,0,0.39330513400275496,1.4421514493505825
Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,0,968,3,0,1.259222237822172,-1.3645066938702854
PhD,Together,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,73,0,1165,3,0,2.151608803805789,0.9232704252849839
Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,58,1,24,2,0,-0.8582796472395596,0.04220330699607499
Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,2,252,2,0,-1.1378098053736165,1.07637054354956
Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,40,1,165,0,0,-1.1871984746996638,-0.8850786885788486
PhD,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,48,0,269,0,0,-0.3795614710528369,-1.1594085163550751
PhD,Together,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,52,1,102,2,0,-0.916381670751647,-0.6812934260795528
2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,41,0,461,0,0,0.5961324995318235,-1.994527783982497
Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,46,1,47,0,0,-1.4790757422184415,-0.7523866878978921
PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,49,2,144,1,0,-1.4601862995197261,0.23945187225924
Graduation,Married,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,57,0,1338,3,0,1.6917091613736537,0.0955778100829964
Graduation,Together,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,66,1,917,1,0,0.8514268899060675,1.2604277061538856
Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,2,318,2,0,-1.417731801299605,-0.09568941451740358
Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,58,2,253,2,0,-1.1563823795551127,0.3862970791869195
Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,52,1,502,2,0,-0.265448961060807,-0.7181896817418941
Graduation,Together,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,1,119,0,0,-1.0731899115264578,-1.0312041688359401
2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,2,1250,1,0,0.11812077618333049,0.14652440163982666
Graduation,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,1,969,3,0,0.8372823538510634,-0.5606303280035556
Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,2,76,2,0,-1.4740027829147333,1.413742181715983
PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,62,2,0,-1.2718564102890524,0.6919404155215818
2n Cycle,Together,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,0,1382,3,0,2.208773891308752,0.5437475831588962
Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,1,84,0,0,-0.9966145371777136,-0.2475457330465947
Graduation,Together,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,2,255,1,0,-1.2934217130419206,1.8500218665803665
Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,2,43,1,0,-1.7333979159741748,1.1096191724204405
Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,1,398,2,0,0.12328742671294542,0.7102406525127898
Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,1,76,0,0,-1.0489994663542654,-0.3473371380544464
Graduation,Together,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,2,902,1,0,-0.03564289499178082,1.4716141875600797
2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,1,823,3,0,0.6225388586923083,-0.9008516196369023
Graduation,Together,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,1,1179,3,0,1.1262961729511158,0.18597008602218976
Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,1,1921,3,0,1.872523164914218,0.18982979030540378
Master,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,2,185,1,0,-0.7631220873745924,2.2445124838516826
Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,2,433,2,0,-1.1827650956665632,0.49244231835890667
Graduation,Married,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,2,34,1,0,-1.268442747772764,2.1191585039662746
Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,1,907,2,0,0.43634183001909793,0.5221238772666233
PhD,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,2,416,1,0,-1.8914110843955703,0.9149773657786179
Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,2,44,1,0,-1.9967296285735954,1.1613963343675764
Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,0,1588,3,0,2.669152166427144,0.155108271424038
PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,0,1797,3,0,2.0825378677243265,-0.5765730213287127
Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,2,40,1,0,-1.5827354499761128,0.686195090868477
PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,1,1143,1,0,0.4757225300853664,0.6196080432172658
Master,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,0,914,3,0,1.5796733003727659,-0.1351939751854429
Graduation,Together,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,0,1502,3,0,1.584136723811459,-1.907175119894621
Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,1,1338,2,0,1.3574932082718945,0.752901614858961
PhD,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,1,27,0,0,-1.5002908355997007,-0.8649354223773477
2n Cycle,Together,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,1,763,2,0,0.1442166606325807,-1.2026827509704676
Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,0,1331,3,0,2.033672152031338,1.0675872938005397
Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,2,525,1,0,-0.6613190561448979,1.8924409173096157
PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,2,9,2,0,-1.691832710158044,0.6175183012272719
Graduation,Together,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,1,953,1,0,0.6576691987533296,1.0718189085831964
Master,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,2,68,2,0,-1.4468450458699824,0.13887309547791649
Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,2,131,2,0,-1.6431041577350642,0.154829182272864
Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,1,882,3,0,0.5467964547265074,0.23912838950284754
2n Cycle,Together,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,0,1149,3,0,1.1031847344117178,-0.8285058444676037
Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,1,37,0,0,-1.270214419006157,-0.14233546763800148
PhD,Widow,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,1,388,1,0,-0.17361643102068855,0.7852722369457618
Graduation,Together,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,0,1428,3,0,1.913339812040203,-1.9320621597366503
Master,Married,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,0,1633,3,0,2.485409013760574,0.8470254760394809
Master,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,1,173,0,0,-1.2512266574441848,-0.7922484503206232
Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,1,99,0,0,-1.2991748125082863,-1.5970618923159816
Graduation,Together,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,1,215,2,0,-0.52540418717399,0.29330016864406067
